breadcrumb,image_url,brand,product_name,listing_price,offer_price,discount,product_id_text,sizes,description,other_images
"['Men', 'Designers', 'Canada Goose', 'Shoes', 'Boots', 'Hiking boots']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/bc/P00714360.jpg,Canada Goose,Armstrong lace-up boots,€ 669,,,P00714360,"['US_ 8 / EU 41', 'US_ 9 / EU 42', 'US_ 10 / EU 43', 'US_ 11 / EU 45', 'US_ 12 / EU 46']","For everyday boots that can be worn around the city or through deep snow, look to the Armstrong boots from Canada Goose. The weather-proof design has an insulated midsole with extra grip for maximum security.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/bc/P00714360_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/ad/P00781243.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/ad/P00781243_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/cb/P00781216.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/cb/P00781216_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/c2/P00781279.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/c2/P00781279_b1.jpg']"
"['Men', 'Designers', ""Tod's"", 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/a8/P00757069.jpg,Tod's,Lace-up leather sneakers,€ 415,,,P00757069,"['UK_ 6 / EU 39.5', 'UK_ 7 / EU 41', 'UK_ 7.5 / EU 41.5', 'UK_ 8 / EU 42', 'UK_ 8.5 / EU 42.5', 'UK_ 9 / EU 43-43.5', 'UK_ 9.5 / EU 44', 'UK_ 10 / EU 44.5', 'UK_ 10.5 / EU 45', 'UK_ 11 / EU 45.5', 'UK_ 11.5 / EU 46.5', 'UK_ 12 / EU 47', 'UK_ 13 / EU 48']","These white lace-up sneakers from Tod's are perfect for pairing with all your streetwear looks. Made in Italy from calf leather, this style effortlessly achieves an understated but trendy effect.",[]
"['Men', 'Designers', 'Hoka One One', 'Shoes', 'Sandals & slides']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/0d/P00791272.jpg,Hoka One One,Ora Recovery slides,€ 55,,,P00791272,"['US_ 7 / EU 40', 'US_ 8 / EU 41 1/3', 'US_ 9 / EU 42 2/3', 'US_ 10 / EU 44', 'US_ 11 / EU 45 1/3', 'US_ 12 / EU 46 2/3', 'US_ 13 / EU 48']",The Ora Recovery slides from Hoka One One are designed for post-workout. They have perforated straps and are set on thick midsoles for fast recovery.,"['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/0d/P00791272_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/28/P00780293.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/28/P00780293_b1.jpg']"
"['Men', 'Designers', ""Tod's"", 'Shoes', 'Loafers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/af/P00757067.jpg,Tod's,T Timeless suede loafers,€ 499,,,P00757067,"['UK_ 6 / EU 39.5', 'UK_ 7 / EU 41', 'UK_ 7.5 / EU 41.5', 'UK_ 8 / EU 42', 'UK_ 8.5 / EU 42.5', 'UK_ 9 / EU 43-43.5', 'UK_ 9.5 / EU 44', 'UK_ 10 / EU 44.5', 'UK_ 10.5 / EU 45', 'UK_ 11 / EU 45.5', 'UK_ 11.5 / EU 46.5', 'UK_ 12 / EU 47', 'UK_ 13 / EU 48']","These Tod's loafers are made from suede and feature the label's metal T Timeless hardware, horseshoe-shaped heels, and signature pebbled soles.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/af/P00757067_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/37/P00748933.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/37/P00748933_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/0a/P00748942.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/0a/P00748942_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/80/P00738244.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/80/P00738244_b1.jpg']"
"['Men', 'Designers', 'On', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/a2/P00784335.jpg,On,Cloudswift 3 sneakers,€ 155,,,P00784335,"['US_ 7 / EU 40', 'US_ 8 / EU 41', 'US_ 9 / EU 42.5', 'US_ 10 / EU 44', 'US_ 11 / EU 45', 'US_ 12 / EU 47', 'US_ 13 / EU 48']","Lightweight and versatile, the Cloudswift 3 sneakers from On feature breathable knitted uppers and signature CloudTecÂ® soles with interior cushioning for all-day comfort.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/a2/P00784335_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/f9/P00697538.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/f9/P00697538_b1.jpg']"
"['Men', 'Designers', 'Maison Margiela', 'Shoes', 'Loafers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/1f/P00753527.jpg,Maison Margiela,Tabi patent leather loafers,€ 775,,,P00753527,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']","A subversive riff on traditional Japanese socks, Maison Margiela's Tabi shoes left their first traces on the brand's runway in 1989. This patent leather style features grooved rubber soles and penny strap vamps.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/1f/P00753527_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/7c/P00694613.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/7c/P00694613_b1.jpg']"
"['Men', 'Designers', 'New Balance', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/74/P00758611.jpg,New Balance,1906R suede-trimmed sneakers,€ 155,,,P00758611,"['US_ 6.5 / EU 39.5', 'US_ 7 / EU 40', 'US_ 7.5 / EU 40.5', 'US_ 8 / EU 41.5', 'US_ 8.5 / EU 42', 'US_ 9 / EU 42.5', 'US_ 9.5 / EU 43', 'US_ 10 / EU 44', 'US_ 10.5 / EU 44.5', 'US_ 11 / EU 45', 'US_ 11.5 / EU 45.5', 'US_ 12 / EU 46.5', 'US_ 13 / EU 47.5']",This update of the 1906R sneakers from New Balance is inspired by running shoes from the 2000s. The black style consists of shock-absorbing ABZORB cushioning with supportive Stability Web arches for ultimate support for running.,"['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/74/P00758611_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/37/P00748062.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/37/P00748062_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/3c/P00752537.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/3c/P00752537_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/11/P00752542.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/11/P00752542_b1.jpg']"
"['Men', 'Designers', 'New Balance', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/84/P00732147.jpg,New Balance,550 leather sneakers,€ 119,,,P00732147,"['US_ 7 / EU 40', 'US_ 8 / EU 41.5', 'US_ 8.5 / EU 42', 'US_ 9 / EU 42.5', 'US_ 9.5 / EU 43', 'US_ 10 / EU 44', 'US_ 10.5 / EU 44.5', 'US_ 11 / EU 45', 'US_ 11.5 / EU 45.5', 'US_ 12 / EU 46.5', 'US_ 13 / EU 47.5', 'US_ 6.5 / EU 39.5', 'US_ 7.5 / EU 40.5']","The New Balance 550s are an upgraded version of a legacy design. Made with perforated leather uppers, mesh detailing, and elevated soles, these are court sneakers for a new era.",[]
"['Men', 'Designers', ""Tod's"", 'Shoes', 'Espadrilles']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/5c/P00757082.jpg,Tod's,Suede espadrilles,€ 499,,10% off over €500,P00757082,"['UK_ 6 / EU 39.5', 'UK_ 7 / EU 41', 'UK_ 8 / EU 42', 'UK_ 9 / EU 43-43.5', 'UK_ 10 / EU 44.5', 'UK_ 11 / EU 45.5', 'UK_ 12 / EU 47', 'UK_ 13 / EU 48']","Tod's presents a more refined take on espadrilles with this lightweight pair. Made in Italy from suede with a handcrafted outsole and linen lining, this style boasts an effortlessly elegant shape and slip-on functionality.",[]
"['Men', 'Designers', 'Maison Margiela', 'Shoes', 'Loafers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/41/P00694634.jpg,Maison Margiela,Tabi leather loafers,€ 635,,10% off over €500,P00694634,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']","Italian-made from grained black leather, these Tabi loafers from Maison Margiela sport the label's signature split-toe design and a collapsible heel counters.",[]
"['Men', 'Designers', 'Moon Boot', 'Shoes', 'Boots', 'Ankle boots']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/b4/P00711463.jpg,Moon Boot,Icon rubber boots,€ 199,,10% off over €500,P00711463,"['EU_ 39 / EU 39', 'EU_ 42 / EU 42', 'EU_ 45 / EU 45', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 46 / EU 46']","The Icon range from Moon Boot is inspired by astronaut gear, imitated with suction pads and padded collars. This rubber iteration is prepared for any weather and terrain with water-repellent shells and gripped rubber soles.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/b4/P00711463_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/8b/P00703874.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/8b/P00703874_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/11/P00703899.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/11/P00703899_b1.jpg']"
"['Men', 'Designers', 'Versace', 'Shoes', 'Sandals & slides']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/e0/P00680527.jpg,Versace,Medusa slides,€ 435,,,P00680527,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46', 'EU_ 47 / EU 47']","Versace's Medusa slides feature a playful style that's reminiscent of the '90s. Cut from rubber with leather detailing, they're set on comfortable soles and topped off with iconic gold-toned hardware.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/e0/P00680527_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/b0/P00680518.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/b0/P00680518_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/79/P00680516.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/79/P00680516_b1.jpg']"
"['Men', 'Designers', 'Kiton', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/9f/P00737856.jpg,Kiton,FITS cotton sneakers,€ 409,,10% off over €500,P00737856,"['UK_ 5 / EU 39', 'UK_ 6 / EU 40', 'UK_ 7 / EU 41', 'UK_ 8 / EU 42', 'UK_ 9 / EU 43', 'UK_ 10 / EU 44', 'UK_ 11 / EU 45', 'UK_ 12 / EU 46', 'UK_ 13 / EU 47']","These Kiton's FITS sneakers are crafted from cotton uppers sat atop versatile rubber soles, prepared for your day-to-day activities.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/9f/P00737856_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/99/P00752894.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/99/P00752894_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/a5/P00737854.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/a5/P00737854_b1.jpg']"
"['Men', 'Designers', 'Birkenstock', 'Shoes', 'Slippers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/61/P00759091.jpg,Birkenstock,Boston suede clogs,€ 115,,,P00759091,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']","A Birkenstock Men signature, the Boston clogs are distinguished by their protective and supportive silhouette. Made from suede, the design features molded footbeds and the iconic woven buckled strap.",[]
"['Men', 'Designers', 'Moon Boot', 'Shoes', 'Boots', 'Hiking boots']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/7c/P00711468.jpg,Moon Boot,Icon Low rubber boots,€ 165,,10% off over €500,P00711468,"['EU_ 39 / EU 39', 'EU_ 42 / EU 42', 'EU_ 45 / EU 45', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 46 / EU 46']","The Icon range from Moon Boot is inspired by astronaut gear, imitated with suction pads and padded collars. This rubber iteration of these Low boots is prepared for any weather and terrain with water-repellent shells and gripped rubber soles.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/7c/P00711468_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/b3/P00726412.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/b3/P00726412_b1.jpg']"
"['Men', 'Designers', 'Bode', 'Shoes', 'Boots', 'Lace up boots']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/34/P00735065.jpg,Bode,Hampshire leather boots,€ 749,,10% off over €500,P00735065,"['EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45']",Ready for your next outing are the Hampshire boots from Bode. This style is crafted in Italy from leather.,"['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/34/P00735065_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/fc/P00735875.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/fc/P00735875_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/12/P00735865.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/12/P00735865_b1.jpg']"
"['Men', 'Designers', ""Tod's"", 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/21/P00757063.jpg,Tod's,Tabs suede and leather sneakers,€ 415,,,P00757063,"['UK_ 6 / EU 39.5', 'UK_ 7 / EU 41', 'UK_ 7.5 / EU 41.5', 'UK_ 8 / EU 42', 'UK_ 8.5 / EU 42.5', 'UK_ 9 / EU 43-43.5', 'UK_ 9.5 / EU 44', 'UK_ 10 / EU 44.5', 'UK_ 10.5 / EU 45', 'UK_ 11 / EU 45.5', 'UK_ 11.5 / EU 46.5', 'UK_ 12 / EU 47', 'UK_ 13 / EU 48']",These sneakers from Tod's are a modern take on classic tennis shoes. They're crafted from suede with leather trim and signature rubber pebble detailing on the heel.,"['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/21/P00757063_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/76/P00722255.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/76/P00722255_b1.jpg']"
"['Men', 'Designers', 'Bode', 'Shoes', 'Derby Shoes']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/65/P00735064.jpg,Bode,University leather Derby shoes,€ 749,,10% off over €500,P00735064,"['EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45']","Bode's artisanal expertise shines through the University Derby shoes. Classic and modern at one, they're crafted from supple nappa leather with impeccable attention to detail and rest atop comfortable treaded soles.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/65/P00735064_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/5a/P00735084.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/5a/P00735084_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/ac/P00735749.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/ac/P00735749_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/12/P00735865.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/12/P00735865_b1.jpg']"
"['Men', 'Designers', ""Tod's"", 'Shoes', 'Boots', 'Ankle boots']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/b6/P00757072.jpg,Tod's,Suede desert boots,€ 499,,10% off over €500,P00757072,"['UK_ 6 / EU 39.5', 'UK_ 7 / EU 41', 'UK_ 7.5 / EU 41.5', 'UK_ 8 / EU 42', 'UK_ 8.5 / EU 42.5', 'UK_ 9 / EU 43-43.5', 'UK_ 9.5 / EU 44', 'UK_ 10 / EU 44.5', 'UK_ 10.5 / EU 45', 'UK_ 11 / EU 45.5', 'UK_ 11.5 / EU 46.5', 'UK_ 12 / EU 47', 'UK_ 13 / EU 48']",These classic desert boots from Tod's are updated with a crÃªpe sole with brand-signature rubber pebbles for added traction. They're made in Italy from suede with a stamped monogram.,"['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/b6/P00757072_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/6b/P00738074.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/6b/P00738074_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/56/P00738052.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/56/P00738052_b1.jpg']"
"['Men', 'Designers', 'Hoka One One', 'Shoes', 'Sneakers', 'Sports sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/57/P00791282.jpg,Hoka One One,Kaha 2 Low GTX running shoes,€ 179,,,P00791282,"['US_ 7 / EU 40', 'US_ 8 / EU 41 1/3', 'US_ 9 / EU 42 2/3', 'US_ 10 / EU 44', 'US_ 11 / EU 45 1/3', 'US_ 12 / EU 46 2/3', 'US_ 13 / EU 48']",The Kaha 2 Low GTX running shoes from Hoka One One are distinguished by their signature swooped heel counters. The high-performance style is built with VibramÂ® Mega-Grip soles and Gore-TexÂ® liners for optimal support.,"['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/57/P00791282_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/30/P00781209.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/30/P00781209_b1.jpg']"
"['Men', 'Designers', ""Tod's"", 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/7e/P00757066.jpg,Tod's,Suede sneakers,€ 415,,,P00757066,"['UK_ 6 / EU 39.5', 'UK_ 7 / EU 41', 'UK_ 7.5 / EU 41.5', 'UK_ 8 / EU 42', 'UK_ 8.5 / EU 42.5', 'UK_ 9 / EU 43-43.5', 'UK_ 9.5 / EU 44', 'UK_ 10 / EU 44.5', 'UK_ 10.5 / EU 45', 'UK_ 11 / EU 45.5', 'UK_ 11.5 / EU 46.5', 'UK_ 12 / EU 47', 'UK_ 13 / EU 48']","Complete your everyday looks with these versatile sneakers from Tod's. Crafted from suede, this design features smooth leather inserts, logo detailing on the sides, and the label's signature rubber pebbles on the heel counter.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/7e/P00757066_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/d0/P00757085.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/d0/P00757085_b1.jpg']"
"['Men', 'Designers', 'Salomon', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/b3/P00776507.jpg,Salomon,X-Mission 4 suede-trimmed sneakers,€ 115,,,P00776507,"['UK_ 6.5 / EU 40', 'UK_ 7 / EU 40 2/3', 'UK_ 7.5 / EU 41 1/3', 'UK_ 8 / EU 42', 'UK_ 8.5 / EU 42 2/3', 'UK_ 9 / EU 43 1/3', 'UK_ 9.5 / EU 44', 'UK_ 10 / EU 44 2/3', 'UK_ 10.5 / EU 45 1/3', 'UK_ 11 / EU 46', 'UK_ 11.5 / EU 46 2/3', 'UK_ 12 / EU 47 1/3', 'UK_ 12.5 / EU 48']","Designed for everyday wear, the X-Mission 4 sneakers from Salomon are made from durable ripstop fabric with suede trims and reflective elements. They're set on molded midsoles and ContagripÂ® outsoles for exceptional cushioning and traction.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/b3/P00776507_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/f4/P00757560.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/f4/P00757560_b1.jpg']"
"['Men', 'Designers', 'Norda', 'Shoes', 'Sneakers', 'Sports sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/6e/P00792200.jpg,Norda,x Ray Zahab 001 trail running shoes,€ 225,,,P00792200,"['US_ 7 / EU 40', 'US_ 7.5 / EU 40.5', 'US_ 8 / EU 41', 'US_ 8.5 / EU 41.5', 'US_ 9 / EU 42', 'US_ 9.5 / EU 42.5', 'US_ 10 / EU 43', 'US_ 10.5 / EU 43.5', 'US_ 11 / EU 44', 'US_ 11.5 / EU 44.5', 'US_ 12 / EU 45', 'US_ 12.5 / EU 45.5']","Norda's 001 trail running shoes are a seamless, ultra-lightweight style. They are made from durable fabric and set on high-performance rubber soles.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/6e/P00792200_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/4d/P00782486.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/4d/P00782486_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/89/P00811413.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/89/P00811413_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/38/P00782513.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/38/P00782513_b1.jpg']"
"['Men', 'Designers', 'Our Legacy', 'Shoes', 'Slippers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/b1/P00648022.jpg,Our Legacy,Camion leather mules,€ 325,,10% off over €500,P00648022,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']","These black mules from Our Legacy are constructed with smooth leather uppers and a supportive rubber sole. Designed in a wide fit, they are finished with a modest heel and a buckle fastening.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/b1/P00648022_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/54/P00630668.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/54/P00630668_b1.jpg']"
"['Men', 'Designers', 'Moon Boot', 'Shoes', 'Boots', 'Lace up boots']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/e4/P00711466.jpg,Moon Boot,Icon Low nylon snow boots,€ 109,,10% off over €500,P00711466,"['EU_ 39 / EU 39', 'EU_ 42 / EU 42', 'EU_ 45 / EU 45', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 46 / EU 46']","Trust Moon Boot to create the perfect winter boot. The green Icon Low style is a waterproof, insulated design inspired by the high-tech astronaut gear, and features white logo detailing.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/e4/P00711466_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/c8/P00675264.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/c8/P00675264_b1.jpg']"
"['Men', 'Designers', 'On', 'Shoes', 'Sneakers', 'Sports sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/df/P00784359.jpg,On,Cloudrunner sneakers,€ 145,,,P00784359,"['US_ 7 / EU 40', 'US_ 8 / EU 41', 'US_ 9 / EU 42.5', 'US_ 10 / EU 44', 'US_ 11 / EU 45', 'US_ 12 / EU 47', 'US_ 13 / EU 48']","Ideal for those new to the track, On's Cloudrunner running shoes will help you perfect your stride. The style has mesh paneling for superior airflow and its Zero-Gravity foam CloudTecÂ® units create a near-weightless sensation.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/df/P00784359_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/92/P00753096.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/92/P00753096_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/21/P00697555.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/21/P00697555_b1.jpg']"
"['Men', 'Designers', 'On', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/05/P00784338.jpg,On,Cloudswift 3 sneakers,€ 155,,,P00784338,"['US_ 7 / EU 40', 'US_ 8 / EU 41', 'US_ 9 / EU 42.5', 'US_ 10 / EU 44', 'US_ 11 / EU 45', 'US_ 12 / EU 47', 'US_ 13 / EU 48']","Lightweight and versatile, the Cloudswift 3 sneakers from On feature breathable knitted uppers and signature CloudTecÂ® soles with interior cushioning for all-day comfort.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/05/P00784338_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/f9/P00697538.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/f9/P00697538_b1.jpg']"
