breadcrumb,image_url,brand,product_name,listing_price,offer_price,discount,product_id_text,sizes,description,other_images
"['Men', 'Designers', 'Clarks Originals', 'Shoes', 'Derby Shoes']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/06/P00838719.jpg,Clarks Originals,Coal London suede sneakers,€ 125,,10% off over €500,P00838719,"['UK_ 7 / EU 41', 'UK_ 8 / EU 42', 'UK_ 9 / EU 43', 'UK_ 10 / EU 44.5', 'UK_ 11 / EU 46', 'UK_ 12 / EU 47']",For over 200 years Clarks Originals has upheld a shoemaking tradition that combines quality craftsmanship with innovative materials. The Coal London sneakers are crafted from suede and are finished with two Clarks Originals fobs.,[]
"['Men', 'Designers', 'Common Projects', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/70/P00839016.jpg,Common Projects,Slip On In suede slip-ons,€ 355,,,P00839016,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46', 'EU_ 47 / EU 47']","The Slip On In slip-ons from Common Projects are an effortless style for casual weekends. Crafted from tactile suede, the comfortable pair features an elastic insert for easy wear and rests atop chunky rubber soles.",[]
"['Men', 'Designers', 'Common Projects', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/de/P00839025.jpg,Common Projects,Achilles suede sneakers,€ 355,,,P00839025,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46', 'EU_ 47 / EU 47']","The Achilles sneakers from Common Projects come in a minimalist round-toe silhouette. Crafted from waxed suede, the classic style rests on rubber soles and is finished with signature coding on the outer sides.",[]
"['Men', 'Designers', 'Common Projects', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/ad/P00839019.jpg,Common Projects,BBall Classic leather sneakers,€ 395,,,P00839019,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46', 'EU_ 47 / EU 47']","The BBall Classic sneakers from Common Projects are a contemporary staple that will just go with anything. Crafted from smooth leather, this design has a minimalistic silhouette and features signature coding on the sides.",[]
"['Men', 'Designers', 'Asics', 'Shoes', 'Sneakers', 'Sports sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/42/P00834359.jpg,Asics,Gel-NYC suede and mesh sneakers,€ 129,,,P00834359,"['US_ 7 / EU 40', 'US_ 7.5 / EU 40.5', 'US_ 8 / EU 41.5', 'US_ 8.5 / EU 42', 'US_ 9 / EU 42.5', 'US_ 9.5 / EU 43.5', 'US_ 10 / EU 44', 'US_ 10.5 / EU 44.5', 'US_ 11 / EU 45', 'US_ 11.5 / EU 46', 'US_ 12 / EU 46.5', 'US_ 13 / EU 48']","Known for refreshing updates on classic styles, Asics presents the Gel-NYC sneakers. This sporty pair appears here in a mesh construction, with tactical suede inserts. Ideal for everyday wear, the lace-up design rests on ergonomic rubber soles.",[]
"['Men', 'Designers', 'Adidas', 'Shoes', 'Sneakers', 'Sports sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/d4/P00757846.jpg,Adidas,Bermuda suede sneakers,€ 85,,,P00757846,"['UK_ 6 / EU 39 1/3', 'UK_ 6.5 / EU 40', 'UK_ 7 / EU 40 2/3', 'UK_ 7.5 / EU 41 1/3', 'UK_ 8 / EU 42', 'UK_ 8.5 / EU 42 2/3', 'UK_ 9 / EU 43 1/3', 'UK_ 9.5 / EU 44', 'UK_ 10 / EU 44 2/3', 'UK_ 10.5 / EU 45 1/3', 'UK_ 11 / EU 46', 'UK_ 12 / EU 47 1/3', 'UK_ 13 / EU 48 2/3']","Add the timeless Bermuda sneakers to your edit from Adidas. Featuring the label's signature three-stripe motif on the lateral sides, the pair are made from suede and have lace-up fronts.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/d4/P00757846_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/da/P00830682.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/da/P00830682_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/87/P00830683.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/87/P00830683_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/63/P00825977.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/63/P00825977_b1.jpg']"
"['Men', 'Designers', 'Clarks Originals', 'Shoes', 'Boots', 'Ankle boots']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/97/P00838717.jpg,Clarks Originals,Wallabee Cup corduroy moccasins,€ 139,,10% off over €500,P00838717,"['UK_ 7 / EU 41', 'UK_ 8 / EU 42', 'UK_ 9 / EU 43', 'UK_ 10 / EU 44.5', 'UK_ 11 / EU 46', 'UK_ 12 / EU 47']","For over 200 years Clarks Originals has upheld a shoemaking tradition that combines quality craftsmanship with innovative materials. Made with corduroy uppers, the Wallabee Cup moccasins are set atop crÃªpe soles and finished with two Clarks Originals fobs.",[]
"['Men', 'Designers', 'Clarks Originals', 'Shoes', 'Boots', 'Lace up boots']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/9a/P00784229.jpg,Clarks Originals,Wallabee suede boots,€ 149,,10% off over €500,P00784229,"['UK_ 7 / EU 41', 'UK_ 8 / EU 42', 'UK_ 9 / EU 43', 'UK_ 10 / EU 44.5', 'UK_ 11 / EU 46', 'UK_ 12 / EU 47']","The Wallabee boots from Clarks Originals will be a classic and versatile addition to your footwear edit. Made from suede and lined with leather, this lace-up model has round toes and crÃªpe soles.",[]
"['Men', 'Designers', 'Common Projects', 'Shoes', 'Loafers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/0e/P00839009.jpg,Common Projects,Leather penny loafers,€ 525,,,P00839009,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46', 'EU_ 47 / EU 47']","Designed in New York, Common Projects' minimalist footwear is handcrafted by expert shoemakers in the Marche region of Italy. Crafted from leather these classic loafers feature penny straps and signature coding on the outer sides.",[]
"['Men', 'Designers', 'Common Projects', 'Shoes', 'Loafers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/ce/P00839007.jpg,Common Projects,Leather penny loafers,€ 525,,,P00839007,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46', 'EU_ 47 / EU 47']","Designed in New York, Common Projects' minimalist footwear is handcrafted by expert shoemakers in the Marche region of Italy. Crafted from leather these classic loafers feature penny straps and signature coding on the outer sides.",[]
"['Men', 'Designers', 'Clarks Originals', 'Shoes', 'Boots', 'Ankle boots']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/ad/P00838721.jpg,Clarks Originals,Wallabee suede boots,€ 149,,10% off over €500,P00838721,"['UK_ 7 / EU 41', 'UK_ 8 / EU 42', 'UK_ 9 / EU 43', 'UK_ 10 / EU 44.5', 'UK_ 11 / EU 46', 'UK_ 12 / EU 47']","For over 200 years Clarks Originals has upheld a shoemaking tradition that combines quality craftsmanship with innovative materials. Made from suede and lined with leather, the Wallabee boots have round toes and crÃªpe soles.",[]
"['Men', 'Designers', 'Common Projects', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/e6/P00838994.jpg,Common Projects,Track 90 Arctile sneakers,€ 455,,,P00838994,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46', 'EU_ 47 / EU 47']","The Track 90 Arctile sneakers from Common Projects are a sporty-chic choice for everyday styles. Crafted from leather, the versatile style rests on comfortable rubber soles and features signature coding on the outer sides.",[]
"['Men', 'Designers', 'Common Projects', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/83/P00838998.jpg,Common Projects,Track 90 Arctile sneakers,€ 455,,,P00838998,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46', 'EU_ 47 / EU 47']","The Track 90 Arctile sneakers from Common Projects are a sporty-chic choice for everyday styles. Crafted from leather, the versatile style rests on comfortable rubber soles and features signature coding on the outer sides.",[]
"['Men', 'Designers', 'Asics', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/5d/P00834347.jpg,Asics,GEL-LYTE III OG sneakers,€ 129,,,P00834347,"['US_ 7 / EU 40', 'US_ 7.5 / EU 40.5', 'US_ 8 / EU 41.5', 'US_ 8.5 / EU 42', 'US_ 9 / EU 42.5', 'US_ 9.5 / EU 43.5', 'US_ 10 / EU 44', 'US_ 10.5 / EU 44.5', 'US_ 11 / EU 45', 'US_ 11.5 / EU 46', 'US_ 12 / EU 46.5', 'US_ 13 / EU 48']",Run in style with the GEL-LYTE III OG sneakers from Asics. The pair reimagines the classic construction with suede overlays and gradient midsoles. The GEL technology in the soles will give you the ultimate comfort.,"['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/5d/P00834347_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/d6/P00840926.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/d6/P00840926_b1.jpg']"
"['Men', 'Designers', 'Adidas', 'Shoes', 'Sneakers', 'Sports sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/f7/P00757845.jpg,Adidas,Bermuda suede sneakers,€ 85,,,P00757845,"['UK_ 6 / EU 39 1/3', 'UK_ 6.5 / EU 40', 'UK_ 7 / EU 40 2/3', 'UK_ 7.5 / EU 41 1/3', 'UK_ 8 / EU 42', 'UK_ 8.5 / EU 42 2/3', 'UK_ 9 / EU 43 1/3', 'UK_ 9.5 / EU 44', 'UK_ 10 / EU 44 2/3', 'UK_ 10.5 / EU 45 1/3', 'UK_ 11 / EU 46', 'UK_ 12 / EU 47 1/3', 'UK_ 13 / EU 48 2/3']","Add the timeless Bermuda sneakers to your edit from Adidas. Featuring the label's signature three-stripe motif on the lateral sides, the pair are made from suede and have lace-up fronts.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/f7/P00757845_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/6a/P00782498.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/6a/P00782498_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/21/P00734481.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/21/P00734481_b1.jpg']"
"['Men', 'Designers', 'Clarks Originals', 'Shoes', 'Boots', 'Ankle boots']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/ac/P00838710.jpg,Clarks Originals,Weaver Wallabee suede boots,€ 155,,10% off over €500,P00838710,"['UK_ 7 / EU 41', 'UK_ 8 / EU 42', 'UK_ 9 / EU 43', 'UK_ 10 / EU 44.5', 'UK_ 11 / EU 46', 'UK_ 12 / EU 47']",For over 200 years Clarks Originals has upheld a shoemaking tradition that combines quality craftsmanship with innovative materials. The Weaver Wallabee boots are crafted from Hampton suede and are finished with two Clarks Originals fobs.,[]
"['Men', 'Designers', 'Gianvito Rossi', 'Shoes', 'Boots', 'Lace up boots']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/16/P00837616.jpg,Gianvito Rossi,Cohen suede desert boots,€ 580,,10% off over €500,P00837616,"['EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']",The lace-up Cohen desert boots from Gianvito Rossi are expertly crafted in Italy from soft brown suede. The style is set atop a rubber sole and is finished with a heel tab.,"['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/16/P00837616_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/42/P00817826.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/42/P00817826_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/9d/P00817751.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/9d/P00817751_b1.jpg']"
"['Men', 'Designers', 'Gianvito Rossi', 'Shoes', 'Boots', 'Chelsea boots']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/e0/P00837614.jpg,Gianvito Rossi,Douglas suede chelsea boots,€ 832,,10% off over €500,P00837614,"['EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']","Crafted from materials of the highest quality, Gianvito Rossiâs designs are handmade using both traditional craftsmanship and innovative techniques. Made of plush suede, the Chester chelsea boots have a classic Douglas silhouette with elasticated side panels.",[]
"['Men', 'Designers', 'Adidas', 'Shoes', 'Sneakers', 'Sports sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/a9/P00816566.jpg,Adidas,x Wales Bonner Samba leather sneakers,€ 169,,,P00816566,"['UK_ 6 / EU 39 1/3', 'UK_ 7 / EU 40 2/3', 'UK_ 8 / EU 42', 'UK_ 8.5 / EU 42 2/3', 'UK_ 9 / EU 43 1/3', 'UK_ 9.5 / EU 44', 'UK_ 10 / EU 44 2/3', 'UK_ 10.5 / EU 45 1/3', 'UK_ 11 / EU 46', 'UK_ 11.5 / EU 46 2/3', 'UK_ 12 / EU 47 1/3', 'UK_ 13 / EU 48 2/3', 'UK_ 14 / EU 50']","The iconic Samba sneakers are reimagined as part of the Adidas x Wales Bonner line. Made from metallic leather, the low-top design features the 3 Stripe motif at the sides and oversized, branded tongues.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/a9/P00816566_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/c0/P00816546.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/c0/P00816546_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/98/P00816560.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/98/P00816560_b1.jpg']"
"['Men', 'Designers', 'Gianvito Rossi', 'Shoes', 'Boots', 'Chelsea boots']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/b3/P00837613.jpg,Gianvito Rossi,Chester leather ankle boots,€ 832,,10% off over €500,P00837613,"['EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']","Crafted from materials of the highest quality, Gianvito Rossiâs designs are handmade using both traditional craftsmanship and innovative techniques. Made of polished calfskin, the Chester boots have a classic Chelsea silhouette with elasticated side panels.",[]
"['Men', 'Designers', 'Clarks Originals', 'Shoes', 'Boots', 'Lace up boots']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/b2/P00784232.jpg,Clarks Originals,Wallabee suede boots,€ 159,,10% off over €500,P00784232,"['UK_ 7 / EU 41', 'UK_ 8 / EU 42', 'UK_ 9 / EU 43', 'UK_ 10 / EU 44.5', 'UK_ 11 / EU 46', 'UK_ 12 / EU 47']","The Wallabee boots from Clarks Originals will be a classic and versatile addition to your footwear edit. Made from suede and lined with leather, this lace-up model has round toes and crÃªpe soles.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/b2/P00784232_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/01/P00735517.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/01/P00735517_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/82/P00734478.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/82/P00734478_b1.jpg']"
"['Men', 'Designers', 'Y-3', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/4e/P00708305.jpg,Y-3,Qasa sneakers,€ 219,,,P00708305,"['UK_ 5 / EU 38', 'UK_ 6 / EU 39 1/3', 'UK_ 7 / EU 40 2/3', 'UK_ 8 / EU 42', 'UK_ 9 / EU 43 1/3', 'UK_ 10 / EU 44 2/3', 'UK_ 11 / EU 46', 'UK_ 12 / EU 47 1/3']","The Qasa design from Y-3 is a contemporary take on the classic sneaker. Crafted from high-quality technical fabrics with an element of stretch, they are finished with tonal leather trims and elastic laces.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/4e/P00708305_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/ae/P00708114.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/ae/P00708114_b1.jpg']"
"['Men', 'Designers', 'Gianvito Rossi', 'Shoes', 'Loafers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/c2/P00690035.jpg,Gianvito Rossi,Harris suede loafers,€ 630,,10% off over €500,P00690035,"['EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']",These black loafers from Gianvito Rossi are made in Italy entirely from suede. They feature classic penny bars and rubber soles.,[]
"['Men', 'Designers', 'Gianvito Rossi', 'Shoes', 'Espadrilles']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/5c/P00735913.jpg,Gianvito Rossi,Lido suede espadrilles,€ 465,,10% off over €500,P00735913,"['EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']","The Lido espadrilles from Gianvito Rossi are made from soft suede and set on classic jute-trimmed rubber soles. Made in Italy, they have an easy slip-on silhouette with round toes.",[]
"['Men', 'Designers', 'Derek Rose', 'Shoes', 'Slippers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/24/P00662774.jpg,Derek Rose,Crawford suede slippers,€ 175,,10% off over €500,P00662774,"['UK_ 7 / EU 41', 'UK_ 8 / EU 42', 'UK_ 9 / EU 43', 'UK_ 10 / EU 44', 'UK_ 11 / EU 45', 'UK_ 12 / EU 46', 'UK_ 13 / EU 47']",These suede Crawford slippers from Derek Rose are lined with soft shearling and have leather soles.,"['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/24/P00662774_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/ba/P00662764.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/ba/P00662764_b1.jpg']"
"['Men', 'Designers', 'Gianvito Rossi', 'Shoes', 'Formal shoes', 'Loafers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/02/P00735912.jpg,Gianvito Rossi,Harris leather loafers,€ 549,,10% off over €500,P00735912,"['EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']","Handcrafted in Italy, the Harris loafers from Gianvito Rossi are designed with a timeless silhouette and are crafted from scratch-resistant leather.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/02/P00735912_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/90/P00739895.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/90/P00739895_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/3c/P00739892.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/3c/P00739892_b1.jpg']"
"['Men', 'Designers', 'Gianvito Rossi', 'Shoes', 'Boots', 'Lace up boots']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/45/P00636198.jpg,Gianvito Rossi,Suede desert boots,€ 580,,,P00636198,"['EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']","These lace-up desert boots from Gianvito Rossi are expertly crafted in Italy from soft brown suede, and rest on gum soles for a modern update.",[]
"['Men', 'Designers', 'Gianvito Rossi', 'Shoes', 'Boots', 'Lace up boots']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/77/P00690036.jpg,Gianvito Rossi,Richard suede desert boots,€ 835,,,P00690036,"['EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46']","Ground your everyday looks in the Richard desert boots from Gianvito Rossi. Made from supple suede, the lace-up style has tonal laces, pull tabs, and rubber soles.",[]
"['Men', 'Designers', 'Common Projects', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/fc/P00500513.jpg,Common Projects,Original Achilles Low sneakers,€ 325,,10% off over €500,P00500513,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46', 'EU_ 47 / EU 47']","The Original Achilles Low sneakers from Common Projects come in a minimalist all-black leather silhouette resting on a rubber sole, and finished with the brand's signature coding on the outer sides.",[]
"['Men', 'Designers', 'Clarks Originals', 'Shoes', 'Derby Shoes']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/cb/P00653644.jpg,Clarks Originals,Wallabee suede boots,€ 129,,,P00653644,"['UK_ 6 / EU 39.5', 'UK_ 7 / EU 41', 'UK_ 8 / EU 42', 'UK_ 9 / EU 43', 'UK_ 10 / EU 44.5', 'UK_ 11 / EU 46', 'UK_ 12 / EU 47']","These iconic Wallabee boots from Clarks Originals are crafted in a low-top construction from Horween tannery suede, and rest on crÃªpe rubber soles.",[]
"['Men', 'Designers', 'Derek Rose', 'Shoes', 'Slippers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/d6/P00576038.jpg,Derek Rose,Morgan open-back slippers,€ 185,,10% off over €500,P00576038,"['UK_ 6 / EU 40', 'UK_ 7 / EU 41', 'UK_ 8 / EU 42', 'UK_ 9 / EU 43', 'UK_ 10 / EU 44', 'UK_ 11 / EU 45', 'UK_ 12 / EU 46', 'UK_ 13 / EU 47']","Elegantly crafted from smooth leather, these Derek Rose slippers offer a slip-on silhouette with their open-back detail, slim leather soles, and come in black.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/d6/P00576038_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/6f/P00576085.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/6f/P00576085_b1.jpg']"
"['Men', 'Designers', 'Common Projects', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/8d/P00454401.jpg,Common Projects,Original Achilles Low sneakers,€ 339,,10% off over €500,P00454401,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46', 'EU_ 47 / EU 47']",The Original Achilles Low sneakers from Common Projects come in a minimalist all-white leather silhouette resting on a rubber sole and are finished with the brand's signature coding on the outer sides.,[]
"['Men', 'Designers', 'Lanvin', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/f2/P00636087.jpg,Lanvin,Leather Curb sneakers,€ 635,,10% off over €500,P00636087,"['EU_ 39 / EU 39', 'EU_ 40 / EU 40', 'EU_ 41 / EU 41', 'EU_ 42 / EU 42', 'EU_ 43 / EU 43', 'EU_ 44 / EU 44', 'EU_ 45 / EU 45', 'EU_ 46 / EU 46', 'EU_ 47 / EU 47']","These Curb sneakers from Lanvin have an exaggerated silhouette, rest on rubber soles, and feature thick multicolored laces.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/f2/P00636087_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/83/P00630104.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/83/P00630104_b1.jpg']"
"['Men', 'Designers', 'New Balance', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/a0/P00842672.jpg,New Balance,550 leather sneakers,€ 135,,,P00842672,"['US_ 6.5 / EU 39.5', 'US_ 7 / EU 40', 'US_ 7.5 / EU 40.5', 'US_ 8 / EU 41.5', 'US_ 8.5 / EU 42', 'US_ 9 / EU 42.5', 'US_ 9.5 / EU 43', 'US_ 10 / EU 44', 'US_ 10.5 / EU 44.5', 'US_ 11 / EU 45', 'US_ 11.5 / EU 45.5', 'US_ 12 / EU 46.5', 'US_ 13 / EU 47.5']","Renowned by the professional basketball players of the â80s and â90s, the 550 sneakers from New Balance have been reinvented in todayâs standard. Theyâre made from leather into a sleek silhouette with clean lines.",[]
"['Men', 'Designers', 'New Balance', 'Shoes', 'Sneakers', 'Sports sneakers']",https://img.mytheresa.com/1094/1236/90/jpeg/catalog/product/2a/P00779006.jpg,New Balance,Made in USA 990v5 sneakers,€ 219,,,P00779006,"['US_ 7.5 / EU 40.5', 'US_ 8 / EU 41.5', 'US_ 8.5 / EU 42', 'US_ 9 / EU 42.5', 'US_ 9.5 / EU 43', 'US_ 10 / EU 44', 'US_ 10.5 / EU 44.5', 'US_ 11 / EU 45', 'US_ 11.5 / EU 45.5', 'US_ 12 / EU 46.5', 'US_ 13 / EU 47.5', 'US_ 7 / EU 40']","Reflecting New Balance's enduring commitment to style and technical performance, the Made in USA 990v5 sneakers are made from panels of suede and mesh with ENCAP midsoles for all-day support.","['https://img.mytheresa.com/652/738/90/jpeg/catalog/product/2a/P00779006_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/f4/P00757560.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/f4/P00757560_b1.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/bc/P00713753.jpg', 'https://img.mytheresa.com/652/738/90/jpeg/catalog/product/bc/P00713753_b1.jpg']"
